"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 23 09:23:50 GMT 2023","Thu Mar 23 09:23:52 GMT 2023","2180","firefox","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Thu Mar 23 09:23:22 GMT 2023","Thu Mar 23 09:23:23 GMT 2023","512","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Thu Mar 23 09:23:44 GMT 2023","Thu Mar 23 09:23:45 GMT 2023","904","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Thu Mar 23 09:23:18 GMT 2023","Thu Mar 23 09:23:18 GMT 2023","468","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Thu Mar 23 09:23:32 GMT 2023","Thu Mar 23 09:23:33 GMT 2023","812","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Thu Mar 23 09:23:16 GMT 2023","Thu Mar 23 09:23:16 GMT 2023","486","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Thu Mar 23 09:23:19 GMT 2023","Thu Mar 23 09:23:20 GMT 2023","513","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Thu Mar 23 09:23:20 GMT 2023","Thu Mar 23 09:23:20 GMT 2023","518","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Thu Mar 23 09:23:15 GMT 2023","Thu Mar 23 09:23:15 GMT 2023","498","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Thu Mar 23 09:23:46 GMT 2023","Thu Mar 23 09:23:47 GMT 2023","1111","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Thu Mar 23 09:23:32 GMT 2023","Thu Mar 23 09:23:32 GMT 2023","756","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Thu Mar 23 09:23:10 GMT 2023","Thu Mar 23 09:23:11 GMT 2023","1098","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Thu Mar 23 09:23:48 GMT 2023","Thu Mar 23 09:23:49 GMT 2023","774","firefox","example.spec.ts","","","","has title",""
"passed","Thu Mar 23 09:23:12 GMT 2023","Thu Mar 23 09:23:13 GMT 2023","483","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Thu Mar 23 09:23:15 GMT 2023","Thu Mar 23 09:23:16 GMT 2023","463","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Thu Mar 23 09:23:41 GMT 2023","Thu Mar 23 09:23:42 GMT 2023","808","firefox","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu Mar 23 09:23:14 GMT 2023","Thu Mar 23 09:23:14 GMT 2023","514","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Thu Mar 23 09:23:11 GMT 2023","Thu Mar 23 09:23:12 GMT 2023","375","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Thu Mar 23 09:23:12 GMT 2023","Thu Mar 23 09:23:12 GMT 2023","452","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Thu Mar 23 09:23:33 GMT 2023","Thu Mar 23 09:23:34 GMT 2023","708","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Thu Mar 23 09:23:39 GMT 2023","Thu Mar 23 09:23:40 GMT 2023","634","firefox","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Thu Mar 23 09:23:18 GMT 2023","Thu Mar 23 09:23:19 GMT 2023","497","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Thu Mar 23 09:23:39 GMT 2023","Thu Mar 23 09:23:39 GMT 2023","737","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Thu Mar 23 09:23:16 GMT 2023","Thu Mar 23 09:23:17 GMT 2023","499","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Thu Mar 23 09:23:24 GMT 2023","Thu Mar 23 09:23:27 GMT 2023","2502","chromium","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Thu Mar 23 09:23:34 GMT 2023","Thu Mar 23 09:23:35 GMT 2023","716","firefox","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Thu Mar 23 09:23:43 GMT 2023","Thu Mar 23 09:23:43 GMT 2023","930","firefox","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Thu Mar 23 09:23:17 GMT 2023","Thu Mar 23 09:23:18 GMT 2023","471","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Thu Mar 23 09:23:35 GMT 2023","Thu Mar 23 09:23:36 GMT 2023","734","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
