"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 08 09:19:03 GMT 2023","Wed Mar 08 09:19:04 GMT 2023","771","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"failed","Wed Mar 08 09:21:03 GMT 2023","Wed Mar 08 09:21:04 GMT 2023","931","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Mar 08 09:18:40 GMT 2023","Wed Mar 08 09:18:40 GMT 2023","434","chromium","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"failed","Wed Mar 08 09:21:18 GMT 2023","Wed Mar 08 09:21:19 GMT 2023","923","webkit","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Wed Mar 08 09:18:35 GMT 2023","Wed Mar 08 09:18:36 GMT 2023","564","chromium","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"failed","Wed Mar 08 09:20:36 GMT 2023","Wed Mar 08 09:20:37 GMT 2023","921","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Wed Mar 08 09:18:46 GMT 2023","Wed Mar 08 09:18:49 GMT 2023","2419","chromium","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"failed","Wed Mar 08 09:20:04 GMT 2023","Wed Mar 08 09:20:05 GMT 2023","947","webkit","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:18:43 GMT 2023","Wed Mar 08 09:18:44 GMT 2023","467","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"passed","Wed Mar 08 09:18:34 GMT 2023","Wed Mar 08 09:18:34 GMT 2023","433","chromium","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"failed","Wed Mar 08 09:21:15 GMT 2023","Wed Mar 08 09:21:16 GMT 2023","917","webkit","example.spec.ts","","","","get started link",""
"failed","Wed Mar 08 09:20:51 GMT 2023","Wed Mar 08 09:20:52 GMT 2023","930","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"failed","Wed Mar 08 09:20:16 GMT 2023","Wed Mar 08 09:20:17 GMT 2023","940","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"failed","Wed Mar 08 09:21:07 GMT 2023","Wed Mar 08 09:21:08 GMT 2023","924","webkit","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:19:01 GMT 2023","Wed Mar 08 09:19:02 GMT 2023","546","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Wed Mar 08 09:19:13 GMT 2023","Wed Mar 08 09:19:14 GMT 2023","704","firefox","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"failed","Wed Mar 08 09:20:08 GMT 2023","Wed Mar 08 09:20:09 GMT 2023","924","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Wed Mar 08 09:19:18 GMT 2023","Wed Mar 08 09:19:19 GMT 2023","731","firefox","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:19:19 GMT 2023","Wed Mar 08 09:19:19 GMT 2023","713","firefox","example.spec.ts","","","","has title",""
"failed","Wed Mar 08 09:20:47 GMT 2023","Wed Mar 08 09:20:48 GMT 2023","918","webkit","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"failed","Wed Mar 08 09:21:11 GMT 2023","Wed Mar 08 09:21:12 GMT 2023","935","webkit","example.spec.ts","","","","has title",""
"failed","Wed Mar 08 09:20:40 GMT 2023","Wed Mar 08 09:20:40 GMT 2023","927","webkit","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"passed","Wed Mar 08 09:18:40 GMT 2023","Wed Mar 08 09:18:41 GMT 2023","497","chromium","demo-todo-app.spec.ts","Clear completed button","","","should remove completed items when clicked",""
"failed","Wed Mar 08 09:19:37 GMT 2023","Wed Mar 08 09:19:37 GMT 2023","926","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Wed Mar 08 09:19:05 GMT 2023","Wed Mar 08 09:19:06 GMT 2023","771","firefox","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:18:40 GMT 2023","Wed Mar 08 09:18:40 GMT 2023","379","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Wed Mar 08 09:19:21 GMT 2023","Wed Mar 08 09:19:23 GMT 2023","2015","firefox","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Wed Mar 08 09:18:39 GMT 2023","Wed Mar 08 09:18:40 GMT 2023","451","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Mar 08 09:19:16 GMT 2023","Wed Mar 08 09:19:17 GMT 2023","897","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"failed","Wed Mar 08 09:21:22 GMT 2023","Wed Mar 08 09:21:23 GMT 2023","929","webkit","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Wed Mar 08 09:18:39 GMT 2023","Wed Mar 08 09:18:39 GMT 2023","480","chromium","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Mar 08 09:18:41 GMT 2023","Wed Mar 08 09:18:41 GMT 2023","471","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Wed Mar 08 09:19:07 GMT 2023","Wed Mar 08 09:19:08 GMT 2023","761","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Wed Mar 08 09:19:02 GMT 2023","Wed Mar 08 09:19:03 GMT 2023","664","firefox","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"failed","Wed Mar 08 09:20:43 GMT 2023","Wed Mar 08 09:20:44 GMT 2023","923","webkit","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Wed Mar 08 09:19:15 GMT 2023","Wed Mar 08 09:19:15 GMT 2023","746","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display active items",""
"passed","Wed Mar 08 09:18:36 GMT 2023","Wed Mar 08 09:18:37 GMT 2023","483","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"passed","Wed Mar 08 09:19:05 GMT 2023","Wed Mar 08 09:19:05 GMT 2023","686","firefox","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"failed","Wed Mar 08 09:19:48 GMT 2023","Wed Mar 08 09:19:49 GMT 2023","926","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to mark all items as completed",""
"passed","Wed Mar 08 09:19:08 GMT 2023","Wed Mar 08 09:19:09 GMT 2023","736","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"failed","Wed Mar 08 09:19:44 GMT 2023","Wed Mar 08 09:19:45 GMT 2023","951","webkit","demo-todo-app.spec.ts","New Todo","","","should append new items to the bottom of the list",""
"passed","Wed Mar 08 09:19:10 GMT 2023","Wed Mar 08 09:19:11 GMT 2023","742","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"failed","Wed Mar 08 09:20:12 GMT 2023","Wed Mar 08 09:20:13 GMT 2023","940","webkit","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Wed Mar 08 09:18:37 GMT 2023","Wed Mar 08 09:18:37 GMT 2023","494","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Wed Mar 08 09:18:44 GMT 2023","Wed Mar 08 09:18:45 GMT 2023","482","chromium","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Wed Mar 08 09:18:41 GMT 2023","Wed Mar 08 09:18:42 GMT 2023","491","chromium","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Wed Mar 08 09:19:15 GMT 2023","Wed Mar 08 09:19:16 GMT 2023","917","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"failed","Wed Mar 08 09:20:55 GMT 2023","Wed Mar 08 09:20:56 GMT 2023","970","webkit","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Mar 08 09:19:09 GMT 2023","Wed Mar 08 09:19:10 GMT 2023","721","firefox","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Mar 08 09:19:17 GMT 2023","Wed Mar 08 09:19:18 GMT 2023","931","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Wed Mar 08 09:18:42 GMT 2023","Wed Mar 08 09:18:43 GMT 2023","616","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Wed Mar 08 09:18:32 GMT 2023","Wed Mar 08 09:18:34 GMT 2023","1047","chromium","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"failed","Wed Mar 08 09:20:20 GMT 2023","Wed Mar 08 09:20:21 GMT 2023","945","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"failed","Wed Mar 08 09:19:52 GMT 2023","Wed Mar 08 09:19:53 GMT 2023","934","webkit","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"passed","Wed Mar 08 09:18:34 GMT 2023","Wed Mar 08 09:18:34 GMT 2023","374","chromium","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Wed Mar 08 09:18:57 GMT 2023","Wed Mar 08 09:19:01 GMT 2023","4082","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Wed Mar 08 09:18:44 GMT 2023","Wed Mar 08 09:18:44 GMT 2023","562","chromium","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"failed","Wed Mar 08 09:20:59 GMT 2023","Wed Mar 08 09:21:00 GMT 2023","925","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"failed","Wed Mar 08 09:18:54 GMT 2023","Wed Mar 08 09:18:57 GMT 2023","2347","chromium","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Wed Mar 08 09:18:38 GMT 2023","Wed Mar 08 09:18:39 GMT 2023","499","chromium","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Wed Mar 08 09:19:19 GMT 2023","Wed Mar 08 09:19:21 GMT 2023","1085","firefox","example.spec.ts","","","","get started link",""
"failed","Wed Mar 08 09:20:32 GMT 2023","Wed Mar 08 09:20:33 GMT 2023","938","webkit","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"failed","Wed Mar 08 09:20:28 GMT 2023","Wed Mar 08 09:20:29 GMT 2023","926","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Wed Mar 08 09:19:08 GMT 2023","Wed Mar 08 09:19:08 GMT 2023","763","firefox","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Wed Mar 08 09:18:36 GMT 2023","Wed Mar 08 09:18:36 GMT 2023","465","chromium","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Mar 08 09:19:04 GMT 2023","Wed Mar 08 09:19:05 GMT 2023","822","firefox","demo-todo-app.spec.ts","Mark all as completed","","","complete all checkbox should update state when items are completed / cleared",""
"passed","Wed Mar 08 09:18:45 GMT 2023","Wed Mar 08 09:18:46 GMT 2023","735","chromium","example.spec.ts","","","","get started link",""
"passed","Wed Mar 08 09:18:35 GMT 2023","Wed Mar 08 09:18:35 GMT 2023","496","chromium","demo-todo-app.spec.ts","Mark all as completed","","","should allow me to clear the complete state of all items",""
"failed","Wed Mar 08 09:20:24 GMT 2023","Wed Mar 08 09:20:25 GMT 2023","927","webkit","demo-todo-app.spec.ts","Editing","","","should remove the item if an empty text string was entered",""
"passed","Wed Mar 08 09:18:37 GMT 2023","Wed Mar 08 09:18:38 GMT 2023","450","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"passed","Wed Mar 08 09:19:11 GMT 2023","Wed Mar 08 09:19:12 GMT 2023","899","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"failed","Wed Mar 08 09:20:00 GMT 2023","Wed Mar 08 09:20:01 GMT 2023","936","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"passed","Wed Mar 08 09:19:06 GMT 2023","Wed Mar 08 09:19:07 GMT 2023","880","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
