"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Mar 23 09:16:38 GMT 2023","Thu Mar 23 09:16:39 GMT 2023","921","webkit","demo-todo-app.spec.ts","Item","","","should allow me to mark items as complete",""
"failed","Thu Mar 23 09:17:52 GMT 2023","Thu Mar 23 09:17:53 GMT 2023","921","webkit","example.spec.ts","","","","get started link",""
"failed","Thu Mar 23 09:17:13 GMT 2023","Thu Mar 23 09:17:14 GMT 2023","917","webkit","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
"passed","Thu Mar 23 09:15:36 GMT 2023","Thu Mar 23 09:15:39 GMT 2023","2983","firefox","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Thu Mar 23 09:15:14 GMT 2023","Thu Mar 23 09:15:15 GMT 2023","501","chromium","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Thu Mar 23 09:15:48 GMT 2023","Thu Mar 23 09:15:49 GMT 2023","774","firefox","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"passed","Thu Mar 23 09:15:54 GMT 2023","Thu Mar 23 09:15:55 GMT 2023","788","firefox","demo-todo-app.spec.ts","Routing","","","should allow me to display completed items",""
"failed","Thu Mar 23 09:16:58 GMT 2023","Thu Mar 23 09:16:59 GMT 2023","914","webkit","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"failed","Thu Mar 23 09:17:44 GMT 2023","Thu Mar 23 09:17:45 GMT 2023","913","webkit","demo-todo-app.spec.ts","Routing","","","should highlight the currently applied filter",""
"passed","Thu Mar 23 09:15:46 GMT 2023","Thu Mar 23 09:15:47 GMT 2023","768","firefox","demo-todo-app.spec.ts","Editing","","","should trim entered text",""
"passed","Thu Mar 23 09:15:15 GMT 2023","Thu Mar 23 09:15:16 GMT 2023","486","chromium","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Thu Mar 23 09:15:19 GMT 2023","Thu Mar 23 09:15:19 GMT 2023","486","chromium","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu Mar 23 09:15:17 GMT 2023","Thu Mar 23 09:15:17 GMT 2023","484","chromium","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"failed","Thu Mar 23 09:17:05 GMT 2023","Thu Mar 23 09:17:06 GMT 2023","905","webkit","demo-todo-app.spec.ts","Editing","","","should cancel edits on escape",""
"failed","Thu Mar 23 09:16:15 GMT 2023","Thu Mar 23 09:16:16 GMT 2023","915","webkit","demo-todo-app.spec.ts","New Todo","","","should allow me to add todo items",""
"passed","Thu Mar 23 09:15:53 GMT 2023","Thu Mar 23 09:15:54 GMT 2023","955","firefox","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"passed","Thu Mar 23 09:15:59 GMT 2023","Thu Mar 23 09:16:01 GMT 2023","2190","firefox","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Thu Mar 23 09:15:44 GMT 2023","Thu Mar 23 09:15:45 GMT 2023","793","firefox","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"passed","Thu Mar 23 09:15:14 GMT 2023","Thu Mar 23 09:15:14 GMT 2023","508","chromium","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"failed","Thu Mar 23 09:16:54 GMT 2023","Thu Mar 23 09:16:55 GMT 2023","918","webkit","demo-todo-app.spec.ts","Editing","","","should save edits on blur",""
"passed","Thu Mar 23 09:15:20 GMT 2023","Thu Mar 23 09:15:21 GMT 2023","618","chromium","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"failed","Thu Mar 23 09:16:46 GMT 2023","Thu Mar 23 09:16:47 GMT 2023","908","webkit","demo-todo-app.spec.ts","Item","","","should allow me to edit an item",""
"failed","Thu Mar 23 09:17:33 GMT 2023","Thu Mar 23 09:17:33 GMT 2023","926","webkit","demo-todo-app.spec.ts","Routing","","","should respect the back button",""
"failed","Thu Mar 23 09:17:48 GMT 2023","Thu Mar 23 09:17:49 GMT 2023","921","webkit","example.spec.ts","","","","has title",""
"passed","Thu Mar 23 09:15:17 GMT 2023","Thu Mar 23 09:15:18 GMT 2023","395","chromium","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Thu Mar 23 09:15:45 GMT 2023","Thu Mar 23 09:15:46 GMT 2023","880","firefox","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Thu Mar 23 09:17:40 GMT 2023","Thu Mar 23 09:17:41 GMT 2023","920","webkit","demo-todo-app.spec.ts","Routing","","","should allow me to display all items",""
"passed","Thu Mar 23 09:15:43 GMT 2023","Thu Mar 23 09:15:44 GMT 2023","771","firefox","demo-todo-app.spec.ts","Item","","","should allow me to un-mark items as complete",""
"failed","Thu Mar 23 09:15:33 GMT 2023","Thu Mar 23 09:15:35 GMT 2023","2566","chromium","github-search.test.ts","GitHub - Search Result","","","should verify ""We couldn’t find any repositories"" message, after entering invalid keyword",""
"passed","Thu Mar 23 09:15:52 GMT 2023","Thu Mar 23 09:15:53 GMT 2023","854","firefox","demo-todo-app.spec.ts","Persistence","","","should persist its data",""
"passed","Thu Mar 23 09:15:15 GMT 2023","Thu Mar 23 09:15:15 GMT 2023","463","chromium","demo-todo-app.spec.ts","Editing","","","should hide other controls when editing",""
"failed","Thu Mar 23 09:17:21 GMT 2023","Thu Mar 23 09:17:22 GMT 2023","914","webkit","demo-todo-app.spec.ts","Clear completed button","","","should be hidden when there are no items that are completed",""
"passed","Thu Mar 23 09:15:24 GMT 2023","Thu Mar 23 09:15:27 GMT 2023","2857","chromium","github-search.test.ts","GitHub - Search Result","","","should verify search result with valid repository name",""
"passed","Thu Mar 23 09:15:49 GMT 2023","Thu Mar 23 09:15:49 GMT 2023","623","firefox","demo-todo-app.spec.ts","Counter","","","should display the current number of todo items",""
"passed","Thu Mar 23 09:15:39 GMT 2023","Thu Mar 23 09:15:39 GMT 2023","585","firefox","demo-todo-app.spec.ts","New Todo","","","should clear text input field when an item is added",""
"passed","Thu Mar 23 09:15:49 GMT 2023","Thu Mar 23 09:15:50 GMT 2023","721","firefox","demo-todo-app.spec.ts","Clear completed button","","","should display the correct text",""
